STRING	STRING	STRING	INT	INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING
24589	智取双鹫		011302	1	WorldNpc02437	WorldNpc02437				24587	24590							title_24589	context_24589	context_24589,menu_24589	complete_24589	uncom_24589	target_24589	task_TrackInfo_24589	next_24589	CanAcceptMenu_24589	UncompleteMenu_24589	CompleteMenu_24589						1	0	0	0	0			
24590	智取双鹫		011302	1	WorldNpc02437	WorldNpc02437				24589	24594			1084,1085,1145				title_24590	context_24590	context_24590,menu_24590	complete_24590	uncom_24590	target_24590	task_TrackInfo_24590	next_24590	CanAcceptMenu_24590	UncompleteMenu_24590	CompleteMenu_24590						1	0	0	0	0			
24594	智取双鹫		011302	1	WorldNpc02437	WorldNpc02450				24590	24596							title_24594	context_24594	context_24594,menu_24594	complete_24594	uncom_24594	target_24594	task_TrackInfo_24594	next_24594	CanAcceptMenu_24594	UncompleteMenu_24594	CompleteMenu_24594						1	0	0	0	0			
24596	智取双鹫		011302	1	WorldNpc02450	WorldNpc02451				24594	24597			1146				title_24596	context_24596	context_24596,menu_24596	complete_24596	uncom_24596	target_24596	task_TrackInfo_24596	next_24596	CanAcceptMenu_24596	UncompleteMenu_24596	CompleteMenu_24596						1	0	0	0	0			
24597	智取双鹫		011302	1	WorldNpc02451	WorldNpc02450				24596	24599							title_24597	context_24597	context_24597,menu_24597	complete_24597	uncom_24597	target_24597	task_TrackInfo_24597	next_24597	CanAcceptMenu_24597	UncompleteMenu_24597	CompleteMenu_24597						1	0	0	0	0			
24599	智取双鹫		011302	1	WorldNpc02450	WorldNpc02452				24597	24600							title_24599	context_24599	context_24599,menu_24599	complete_24599	uncom_24599	target_24599	task_TrackInfo_24599	next_24599	CanAcceptMenu_24599	UncompleteMenu_24599	CompleteMenu_24599						1	0	0	0	0			
24600	智取双鹫		011302	1	WorldNpc02452	WorldNpc02437				24599	24601							title_24600	context_24600	context_24600,menu_24600	complete_24600	uncom_24600	target_24600	task_TrackInfo_24600	next_24600	CanAcceptMenu_24600	UncompleteMenu_24600	CompleteMenu_24600						1	0	0	0	0			
24601	偶遇帮主		011303	1	WorldNpc02437	WorldNpc02478				24600	24602							title_24601	context_24601	context_24601,menu_24601	complete_24601	uncom_24601	target_24601	task_TrackInfo_24601	next_24601	CanAcceptMenu_24601	UncompleteMenu_24601	CompleteMenu_24601						1	0	0	0	0			
24602	偶遇帮主		011303	1	WorldNpc02478	WorldNpc02453				24601	24603							title_24602	context_24602	context_24602,menu_24602	complete_24602	uncom_24602	target_24602	task_TrackInfo_24602	next_24602	CanAcceptMenu_24602	UncompleteMenu_24602	CompleteMenu_24602						1	0	0	0	0			
24603	偶遇帮主		011303	1	WorldNpc02453	WorldNpc02453				24602	24604							title_24603	context_24603	context_24603,menu_24603	complete_24603	uncom_24603	target_24603	task_TrackInfo_24603	next_24603	CanAcceptMenu_24603	UncompleteMenu_24603	CompleteMenu_24603						1	0	0	0	0			
24604	偶遇帮主		011303	1	WorldNpc02453	WorldNpc02453				24603	24605							title_24604	context_24604	context_24604,menu_24604	complete_24604	uncom_24604	target_24604	task_TrackInfo_24604	next_24604	CanAcceptMenu_24604	UncompleteMenu_24604	CompleteMenu_24604						1	0	0	0	0			
24605	偶遇帮主		011303	1	WorldNpc02453	WorldNpc02437				24604	24608							title_24605	context_24605	context_24605,menu_24605	complete_24605	uncom_24605	target_24605	task_TrackInfo_24605	next_24605	CanAcceptMenu_24605	UncompleteMenu_24605	CompleteMenu_24605						1	0	0	0	0			
24608	偶遇帮主		011303	1	WorldNpc02437	WorldNpc02437				24605	24609							title_24608	context_24608	context_24608,menu_24608	complete_24608	uncom_24608	target_24608	task_TrackInfo_24608	next_24608	CanAcceptMenu_24608	UncompleteMenu_24608	CompleteMenu_24608						1	0	0	0	0			
24609	偶遇帮主		011303	1	WorldNpc02437	WorldNpc02453				24608	24610							title_24609	context_24609	context_24609,menu_24609	complete_24609	uncom_24609	target_24609	task_TrackInfo_24609	next_24609	CanAcceptMenu_24609	UncompleteMenu_24609	CompleteMenu_24609						1	0	0	0	0			
24610	偶遇帮主		011303	1	WorldNpc02453	WorldNpc02454				24609	24611							title_24610	context_24610	context_24610,menu_24610	complete_24610	uncom_24610	target_24610	task_TrackInfo_24610	next_24610	CanAcceptMenu_24610	UncompleteMenu_24610	CompleteMenu_24610						1	0	0	0	0			
24611	偶遇帮主		011303	1	WorldNpc02454	WorldNpc02453				24610	24613			1147				title_24611	context_24611	context_24611,menu_24611	complete_24611	uncom_24611	target_24611	task_TrackInfo_24611	next_24611	CanAcceptMenu_24611	UncompleteMenu_24611	CompleteMenu_24611						1	0	0	0	0			
24613	笑傲江湖		011304	1	WorldNpc02453	WorldNpc02453				24611	24614							title_24613	context_24613	context_24613,menu_24613	complete_24613	uncom_24613	target_24613	task_TrackInfo_24613	next_24613	CanAcceptMenu_24613	UncompleteMenu_24613	CompleteMenu_24613						1	0	0	0	0			
24614	笑傲江湖		011304	1	WorldNpc02453	WorldNpc02455				24613	24615							title_24614	context_24614	context_24614,menu_24614	complete_24614	uncom_24614	target_24614	task_TrackInfo_24614	next_24614	CanAcceptMenu_24614	UncompleteMenu_24614	CompleteMenu_24614						1	0	0	0	0			
24615	笑傲江湖		011304	1	WorldNpc02455	WorldNpc02455				24614	24616							title_24615	context_24615	context_24615,menu_24615	complete_24615	uncom_24615	target_24615	task_TrackInfo_24615	next_24615	CanAcceptMenu_24615	UncompleteMenu_24615	CompleteMenu_24615						1	0	0	0	0			
24616	笑傲江湖		011304	1	WorldNpc02455	WorldNpc02455				24615	24617							title_24616	context_24616	context_24616,menu_24616	complete_24616	uncom_24616	target_24616	task_TrackInfo_24616	next_24616	CanAcceptMenu_24616	UncompleteMenu_24616	CompleteMenu_24616						1	0	0	0	0			
24617	笑傲江湖		011304	1	WorldNpc02455	WorldNpc02453				24616	24618			1148				title_24617	context_24617	context_24617,menu_24617	complete_24617	uncom_24617	target_24617	task_TrackInfo_24617	next_24617	CanAcceptMenu_24617	UncompleteMenu_24617	CompleteMenu_24617						1	0	0	0	0			
24618	笑傲江湖		011304	1	WorldNpc02453	WorldNpc02429				24617	24619			1149				title_24618	context_24618	context_24618,menu_24618	complete_24618	uncom_24618	target_24618	task_TrackInfo_24618	next_24618	CanAcceptMenu_24618	UncompleteMenu_24618	CompleteMenu_24618						1	0	0	0	0			
24619	笑傲江湖		011304	1	WorldNpc02429	WorldNpc02429				24618	24620							title_24619	context_24619	context_24619,menu_24619	complete_24619	uncom_24619	target_24619	task_TrackInfo_24619	next_24619	CanAcceptMenu_24619	UncompleteMenu_24619	CompleteMenu_24619						1	0	0	0	0			
24620	笑傲江湖		011304	1	WorldNpc02429	WorldNpc02443				24619	24621							title_24620	context_24620	context_24620,menu_24620	complete_24620	uncom_24620	target_24620	task_TrackInfo_24620	next_24620	CanAcceptMenu_24620	UncompleteMenu_24620	CompleteMenu_24620						1	0	0	0	0			
24621	笑傲江湖		011304	1	WorldNpc02443	WorldNpc02448				24620	24625							title_24621	context_24621	context_24621,menu_24621	complete_24621	uncom_24621	target_24621	task_TrackInfo_24621	next_24621	CanAcceptMenu_24621	UncompleteMenu_24621	CompleteMenu_24621						1	0	0	0	0			
24625	武当思过崖		011401	1	WorldNpc04424	WorldNpc04706				24621	24626							title_24625	context_24625	context_24625,menu_24625	complete_24625	uncom_24625	target_24625	task_TrackInfo_24625	next_24625	CanAcceptMenu_24625	UncompleteMenu_24625	CompleteMenu_24625						1	0	0	0	0			
24626	武当思过崖		011401	1	WorldNpc04706	WorldNpc04706				24625	24627							title_24626	context_24626	context_24626,menu_24626	complete_24626	uncom_24626	target_24626	task_TrackInfo_24626	next_24626	CanAcceptMenu_24626	UncompleteMenu_24626	CompleteMenu_24626						1	0	0	0	0			
24627	武当思过崖		011401	1	WorldNpc04706	WorldNpc04707				24626	25310							title_24627	context_24627	context_24627,menu_24627	complete_24627	uncom_24627	target_24627	task_TrackInfo_24627	next_24627	CanAcceptMenu_24627	UncompleteMenu_24627	CompleteMenu_24627						1	0	0	0	0			
24628	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				25310	24629							title_24628	context_24628	context_24628,menu_24628	complete_24628	uncom_24628	target_24628	task_TrackInfo_24628	next_24628	CanAcceptMenu_24628	UncompleteMenu_24628	CompleteMenu_24628						1	0	0	0	0			
24629	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				24628	24630							title_24629	context_24629	context_24629,menu_24629	complete_24629	uncom_24629	target_24629	task_TrackInfo_24629	next_24629	CanAcceptMenu_24629	UncompleteMenu_24629	CompleteMenu_24629						1	0	0	0	0			
24630	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				24629	24631							title_24630	context_24630	context_24630,menu_24630	complete_24630	uncom_24630	target_24630	task_TrackInfo_24630	next_24630	CanAcceptMenu_24630	UncompleteMenu_24630	CompleteMenu_24630						1	0	0	0	0			
24631	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				24630	24632							title_24631	context_24631	context_24631,menu_24631	complete_24631	uncom_24631	target_24631	task_TrackInfo_24631	next_24631	CanAcceptMenu_24631	UncompleteMenu_24631	CompleteMenu_24631						1	0	0	0	0			
24632	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				24631	24633							title_24632	context_24632	context_24632,menu_24632	complete_24632	uncom_24632	target_24632	task_TrackInfo_24632	next_24632	CanAcceptMenu_24632	UncompleteMenu_24632	CompleteMenu_24632						1	0	0	0	0			
24633	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				24632	24634							title_24633	context_24633	context_24633,menu_24633	complete_24633	uncom_24633	target_24633	task_TrackInfo_24633	next_24633	CanAcceptMenu_24633	UncompleteMenu_24633	CompleteMenu_24633						1	0	0	0	0			
24634	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				24633	24635							title_24634	context_24634	context_24634,menu_24634	complete_24634	uncom_24634	target_24634	task_TrackInfo_24634	next_24634	CanAcceptMenu_24634	UncompleteMenu_24634	CompleteMenu_24634						1	0	0	0	0			
24635	武当思过崖		011401	1	WorldNpc04708	WorldNpc04708				24634	24636							title_24635	context_24635	context_24635,menu_24635	complete_24635	uncom_24635	target_24635	task_TrackInfo_24635	next_24635	CanAcceptMenu_24635	UncompleteMenu_24635	CompleteMenu_24635						1	0	0	0	0			
24636	武当思过崖		011401	1	WorldNpc04708	EventNpc24636				24635	25311							title_24636	context_24636	context_24636,menu_24636	complete_24636	uncom_24636	target_24636	task_TrackInfo_24636	next_24636	CanAcceptMenu_24636	UncompleteMenu_24636	CompleteMenu_24636						1	0	0	0	0			
24637	女道人		011402	1	WorldNpc04701	WorldNpc04701				25311	24638							title_24637	context_24637	context_24637,menu_24637	complete_24637	uncom_24637	target_24637	task_TrackInfo_24637	next_24637	CanAcceptMenu_24637	UncompleteMenu_24637	CompleteMenu_24637						1	0	0	0	0			
24638	女道人		011402	1	WorldNpc04701	WorldNpc04701				24637	24639							title_24638	context_24638	context_24638,menu_24638	complete_24638	uncom_24638	target_24638	task_TrackInfo_24638	next_24638	CanAcceptMenu_24638	UncompleteMenu_24638	CompleteMenu_24638						1	0	0	0	0			
24639	女道人		011402	1	WorldNpc04701	WorldNpc04701				24638	24640							title_24639	context_24639	context_24639,menu_24639	complete_24639	uncom_24639	target_24639	task_TrackInfo_24639	next_24639	CanAcceptMenu_24639	UncompleteMenu_24639	CompleteMenu_24639						1	0	0	0	0			
24640	女道人		011402	1	WorldNpc04701	WorldNpc04701				24639	24641							title_24640	context_24640	context_24640,menu_24640	complete_24640	uncom_24640	target_24640	task_TrackInfo_24640	next_24640	CanAcceptMenu_24640	UncompleteMenu_24640	CompleteMenu_24640						1	0	0	0	0			
24641	女道人		011402	1	WorldNpc04701	WorldNpc04701				24640	24642							title_24641	context_24641	context_24641,menu_24641	complete_24641	uncom_24641	target_24641	task_TrackInfo_24641	next_24641	CanAcceptMenu_24641	UncompleteMenu_24641	CompleteMenu_24641						1	0	0	0	0			
24642	女道人		011402	1	WorldNpc04701	WorldNpc04701				24641	24643							title_24642	context_24642	context_24642,menu_24642	complete_24642	uncom_24642	target_24642	task_TrackInfo_24642	next_24642	CanAcceptMenu_24642	UncompleteMenu_24642	CompleteMenu_24642						1	0	0	0	0			
24643	女道人		011402	1	WorldNpc04701	WorldNpc04708				24642	24644							title_24643	context_24643	context_24643,menu_24643	complete_24643	uncom_24643	target_24643	task_TrackInfo_24643	next_24643	CanAcceptMenu_24643	UncompleteMenu_24643	CompleteMenu_24643						1	0	0	0	0			
24644	女道人		011402	1	WorldNpc04708	WorldNpc04424				24643	24645							title_24644	context_24644	context_24644,menu_24644	complete_24644	uncom_24644	target_24644	task_TrackInfo_24644	next_24644	CanAcceptMenu_24644	UncompleteMenu_24644	CompleteMenu_24644						1	0	0	0	0			
24645	女道人		011402	1	WorldNpc04424	WorldNpc04805				24644	24646							title_24645	context_24645	context_24645,menu_24645	complete_24645	uncom_24645	target_24645	task_TrackInfo_24645	next_24645	CanAcceptMenu_24645	UncompleteMenu_24645	CompleteMenu_24645						1	0	0	0	0			
24646	女道人		011402	1	WorldNpc04805	WorldNpc04805				24645	24647							title_24646	context_24646	context_24646,menu_24646	complete_24646	uncom_24646	target_24646	task_TrackInfo_24646	next_24646	CanAcceptMenu_24646	UncompleteMenu_24646	CompleteMenu_24646						1	0	0	0	0			
24647	女道人		011402	1	WorldNpc04805	WorldNpc04805				24646	25312							title_24647	context_24647	context_24647,menu_24647	complete_24647	uncom_24647	target_24647	task_TrackInfo_24647	next_24647	CanAcceptMenu_24647	UncompleteMenu_24647	CompleteMenu_24647						1	0	0	0	0			
24648	女道人		011402	1	WorldNpc04806	WorldNpc04806				25312	24649							title_24648	context_24648	context_24648,menu_24648	complete_24648	uncom_24648	target_24648	task_TrackInfo_24648	next_24648	CanAcceptMenu_24648	UncompleteMenu_24648	CompleteMenu_24648						1	0	0	0	0			
24649	误会丛生		011403	1	WorldNpc04806	ItemNpc03201				24648	25313							title_24649	context_24649	context_24649,menu_24649	complete_24649	uncom_24649	target_24649	task_TrackInfo_24649	next_24649	CanAcceptMenu_24649	UncompleteMenu_24649	CompleteMenu_24649						1	0	0	0	0			
24650	误会丛生		011403	1	WorldNpc04807	WorldNpc04807				25313	24651							title_24650	context_24650	context_24650,menu_24650	complete_24650	uncom_24650	target_24650	task_TrackInfo_24650	next_24650	CanAcceptMenu_24650	UncompleteMenu_24650	CompleteMenu_24650						1	0	0	0	0			
24651	误会丛生		011403	1	WorldNpc04807	WorldNpc04425				24650	24652							title_24651	context_24651	context_24651,menu_24651	complete_24651	uncom_24651	target_24651	task_TrackInfo_24651	next_24651	CanAcceptMenu_24651	UncompleteMenu_24651	CompleteMenu_24651						1	0	0	0	0			
24652	误会丛生		011403	1	WorldNpc04425	WorldNpc04425				24651	24653							title_24652	context_24652	context_24652,menu_24652	complete_24652	uncom_24652	target_24652	task_TrackInfo_24652	next_24652	CanAcceptMenu_24652	UncompleteMenu_24652	CompleteMenu_24652						1	0	0	0	0			
24653	误会丛生		011403	1	WorldNpc04425	WorldNpc04425				24652	24654							title_24653	context_24653	context_24653,menu_24653	complete_24653	uncom_24653	target_24653	task_TrackInfo_24653	next_24653	CanAcceptMenu_24653	UncompleteMenu_24653	CompleteMenu_24653						1	0	0	0	0			
24654	误会丛生		011403	1	WorldNpc04425	WorldNpc04807				24653	24655							title_24654	context_24654	context_24654,menu_24654	complete_24654	uncom_24654	target_24654	task_TrackInfo_24654	next_24654	CanAcceptMenu_24654	UncompleteMenu_24654	CompleteMenu_24654						1	0	0	0	0			
24655	误会丛生		011403	1	WorldNpc04807	WorldNpc04807				24654	24656							title_24655	context_24655	context_24655,menu_24655	complete_24655	uncom_24655	target_24655	task_TrackInfo_24655	next_24655	CanAcceptMenu_24655	UncompleteMenu_24655	CompleteMenu_24655						1	0	0	0	0			
24656	误会丛生		011403	1	WorldNpc04807	WorldNpc04807				24655	24657							title_24656	context_24656	context_24656,menu_24656	complete_24656	uncom_24656	target_24656	task_TrackInfo_24656	next_24656	CanAcceptMenu_24656	UncompleteMenu_24656	CompleteMenu_24656						1	0	0	0	0			
24657	误会丛生		011403	1	WorldNpc04807	WorldNpc04808				24656	24658							title_24657	context_24657	context_24657,menu_24657	complete_24657	uncom_24657	target_24657	task_TrackInfo_24657	next_24657	CanAcceptMenu_24657	UncompleteMenu_24657	CompleteMenu_24657						1	0	0	0	0			
24658	误会丛生		011403	1	WorldNpc04808	WorldNpc04808				24657	24659							title_24658	context_24658	context_24658,menu_24658	complete_24658	uncom_24658	target_24658	task_TrackInfo_24658	next_24658	CanAcceptMenu_24658	UncompleteMenu_24658	CompleteMenu_24658						1	0	0	0	0			
24659	误会丛生		011403	1	WorldNpc04808	WorldNpc04807				24658	24660							title_24659	context_24659	context_24659,menu_24659	complete_24659	uncom_24659	target_24659	task_TrackInfo_24659	next_24659	CanAcceptMenu_24659	UncompleteMenu_24659	CompleteMenu_24659						1	0	0	0	0			
24660	误会丛生		011403	1	WorldNpc04807	EventNpc24660				24659	24661							title_24660	context_24660	context_24660,menu_24660	complete_24660	uncom_24660	target_24660	task_TrackInfo_24660	next_24660	CanAcceptMenu_24660	UncompleteMenu_24660	CompleteMenu_24660						1	0	0	0	0			
24661	结怨武当		011404	1	0	WorldNpc04809				24660	24662							title_24661	context_24661	context_24661,menu_24661	complete_24661	uncom_24661	target_24661	task_TrackInfo_24661	next_24661	CanAcceptMenu_24661	UncompleteMenu_24661	CompleteMenu_24661						1	0	0	0	0			
24662	结怨武当		011404	1	WorldNpc04809	WorldNpc04810				24661	24663							title_24662	context_24662	context_24662,menu_24662	complete_24662	uncom_24662	target_24662	task_TrackInfo_24662	next_24662	CanAcceptMenu_24662	UncompleteMenu_24662	CompleteMenu_24662						1	0	0	0	0			
24663	结怨武当		011404	1	WorldNpc04810	WorldNpc04810				24662	25314							title_24663	context_24663	context_24663,menu_24663	complete_24663	uncom_24663	target_24663	task_TrackInfo_24663	next_24663	CanAcceptMenu_24663	UncompleteMenu_24663	CompleteMenu_24663						1	0	0	0	0			
