ID	Name	Title	Model	Kind	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	ShopTemplateID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	ShopOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeLowLimit1	ReputeHighLimit1	ReputeID2	ReputeValue2	ReputeLowLimit2	ReputeHighLimit2	ReputeID3	ReputeValue3	ReputeLowLimit3	ReputeHighLimit3	ReputeID4	ReputeValue4	ReputeLowLimit4	ReputeHighLimit4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	IsRandomDailyQuest	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillInterval6	SkillInterval7	SkillInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	HasGameCardSale	GameCardSaleOptionText	GameCardTradeRequireReputeLevel	HasGameCardBuy	GameCardBuyOptionText
1567	小猴子				31		8		1		950	63					60	53			0				4	18						1	11	11	11	11	11	0	0	0	0	0		1567	22	19	10	19	10	28	1	27			17	10	625	1	240	2	512	48	8			32							32																406										1		0	0	0	少林			2																																						0	9000									10							3	1	78																																																			31				0											
1568	玄字廿七			3	48				45		1150	43	3				180	3533			3180					22	9450					160	317	317	317	317	317	1350	45	45	45	45		1568	21	74	36	74	36	28	1	31			21	10			19																														557										1		70	420	734003	寇岛							<G>我出钱，你做事，别多问。	100																																	0	9000									1							3	45	281																																																			48				0											
1569	仙鹤			4	14		8		2		950	29		0	0		180	61			0					22						2	13	13	13	13	13	0	0	0	0	0		1569	27	20	9	20	9	28	1	20	1	1024	10	10	636	1	240	7	200	10	8			32							32																356										1		0	0	0	纯阳			2																				14	-250																	0	9000								0	10							3	2	86																																																			14				0											
1570	花慕岚	浩气使者		2	50	1	1	320	70	0	950	28	5	1	1		180	267854	0	0	241069	0	0	100	6	22	9000	0	0	0	0	237	478	478	478	478	478	2100	70	70	70	70	0	1570	1	6756	3379	6756	3379	28	1	30	1	1024	20	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	5123	0	0	0	0	0	0	0	0	0		0	3298	19756	838860	浩气盟功能	0	0	1	1	0	0	<G>南屏山前有恶人谷来势汹汹，后方叛军流寇肆虐横行，难为董令帅了。	1000		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500	9500	3840	0	0	0	0	0	0	1	5	0	1	1	1440	1140	0	14	110	6250	-1			0		7	0	-1	0	0																																									50															
1571	普通弟子	福威镖局		3	27				35			26	3				120	2043			2828					22	9450					174	309	309	309	309	309	1252	78	78	78	78		1571	21	41	20	21	10	28	1	23			13	10																																	785										1		51	307	734003	洛道			0	0	1		<G><F174 这些镖局弟子看来疲惫不堪。>	100	<G><F174 他脸色苍白，着实受了惊吓。>	100	<G><F174 他嘴唇干涩，神色惊慌。>	100																													0	9450									5							3	35	267																																																			27				0											
1572	清风寨巡山女贼2			2	28	1	1	0	67	2	950	45		1	1		180	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1572	1	125	62	125	62	28	1	26	1	1024	16	10	696	1	32	8	102400	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	5124	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0	0	1	0	0	0	3	67	346	0																																																		28				0											
1573	金刚狼2			2	28	1	2	242	67	1	950	45		1	1		180	5782	0	0	0	0	0	100	6	22	9000	0	0	0	0	233	415	415	415	415	415	1769	31	31	31	31	0	1573	1	135	67	135	67	28	1	27	1	1024	17	10	665	14	80	1	512	35	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	5125	0	0	0	0	0	0	0	0	0	365	0	0	0	0	瞿塘峡敌对	0	0	2	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0	0	1	0	0	0	3	67	346	0																																																		28				0											
1574	沙狐帮马贼换装			2	0	1	1	0	1	0	950	28	3	1	1		180	51	0	0	45	0	0	100	6	22	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	1574	1	18	8	18	8	28	1	31	1	1024	21	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	5126	0	0	0	0	0	0	0	0	0	1	0	0	2	629145	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	78	-1			0		7	0	-1	0	0																																									0				0											
1575	清风寨巡逻山贼2			2	28	1	1	0	68	2	950	45		1	1		180	5598	0	0	5038	0	0	100	6	22	9000	0	0	0	0	231	465	465	465	465	465	2040	68	68	68	68	0	1575	1	127	63	127	63	28	1	31	1	1024	21	10	664	1	32	1	1024	26	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	5127	0	0	0	0	0	0	0	0	0	1	0	175	1052	838860	瞿塘峡敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	68	350	0																																																		28				0											
1576	清风寨狂徒2			2	28	1	1	171	67	1	950	45	3	1	1		180	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1576	1	129	64	129	64	28	1	33	1	1024	23	10	664	1	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20	瞿塘峡\recipe_renxing.tab	1		0		0		0	5128	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0	0	1	0	0	0	3	67	346	0																																																		28				0											
1577	清风寨土匪2			2	28	1	1	171	67	1	950	45	3	1	1		180	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1577	1	125	62	125	62	28	1	20	1	1024	10	10	664	14	32	1	1024	14	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20	瞿塘峡\recipe_renxing.tab	1		0		0		0	5129	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0	0	1	0	0	0	3	67	346	0																																																		28				0											
1578	沙狐帮女马贼换装			2	0	1	1	0	1	0	950	28	3	1	1		180	51	0	0	45	0	0	100	6	22	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	1578	1	18	8	18	8	28	1	26	1	1024	16	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	5130	0	0	0	0	0	0	0	0	0	1	0	0	2	629145	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	78	-1			0		7	0	-1	0	0																																									0				0											
1580	铁非花			3	26	1	1	0	70	0	950	28		1	1		180	5780	0	0	5202	0	0	100	6	22	9000	0	0	0	0	237	478	478	478	478	478	2100	70	70	70	70	0	1580	1	159	79	159	79	28	1	39	1	1024	29	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	73	0	0	0	0	0	0	0	0	0	1	0	190	1138	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	70	360	-1			0		7	0	-1	0	0																																									26				0											
1581	孔胜	东漓寨		3	26	1	1	171	67	0	950	28		1	1		180	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1581	1	125	62	125	62	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	113	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡	0	0	1	1	0	0	<G>若不是为了掩人耳目，这大热天的，谁愿意带个帽子出门。	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	1440	1140	0	3	67	346	-1			0		7	0	-1	0	0																																									26				0											
1582	袭爪雷斩			2	28	1	1	0	50	0	950	28		0	0		0	3977	0	0	3579	0	0	100	6	22	9000	0	0	0	0	175	349	349	349	349	349	1500	50	50	50	50	0	1582	1	126	63	126	63	28	1	43	1	1024	33	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	81	0	0	0	0	0	0	0	0	0		0	81	486	734003	稻香村（副本）	0	0	0	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	50	289	-1			0		7	0	-1	0	0																																									28															
1583	丽宛			3	26	1	1	0	58	0	950	28		1	1		180	4693	0	0	4224	0	0	100	6	22	9000	0	0	0	0	200	401	401	401	401	401	1740	58	58	58	58	0	1583	1	108	55	108	55	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	242	0	0	0	0	0	0	0	0	0	1	0	118	711	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	58	305	-1			0		7	0	-1	0	0																																									26				0											
1584	卓参			3	26	1	1	0	65	0	950	28		1	1		180	5325	0	0	4793	0	0	100	6	22	9000	0	0	0	0	222	446	446	446	446	446	1950	65	65	65	65	0	1584	1	121	61	121	61	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	245	0	0	0	0	0	0	0	0	0	1	0	156	935	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	65	337	-1			0		7	0	-1	0	0																																									26				0											
1585	胡之远			3	26	1	1	0	59	0	950	28		1	1		180	4783	0	0	4305	0	0	100	6	22	9000	0	0	0	0	203	407	407	407	407	407	1770	59	59	59	59	0	1585	1	110	55	110	55	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	246	0	0	0	0	0	0	0	0	0	1	0	123	739	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	59	309	-1			0		7	0	-1	0	0																																									26				0											
1586	胡之胜			3	26	1	1	0	60	0	950	28		1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	1586	1	112	56	112	56	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	247	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	60	314	-1			0		7	0	-1	0	0																																									26				0											
1587	小小			3	26	1	1	0	59	0	950	28		1	1		180	4783	0	0	4305	0	0	100	6	22	9000	0	0	0	0	203	407	407	407	407	407	1770	59	59	59	59	0	1587	1	110	55	110	55	28	1	24	1	1024	14	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	251	0	0	0	0	0	0	0	0	0	1	0	123	739	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	59	309	-1			0		7	0	-1	0	0																																									26				0											
1588	大大			3	26	1	1	0	59	0	950	28		1	1		180	4783	0	0	4305	0	0	100	6	22	9000	0	0	0	0	203	407	407	407	407	407	1770	59	59	59	59	0	1588	1	355	177	355	177	28	1	103	1	1024	93	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	249	0	0	0	0	0	0	0	0	0	1	0	123	739	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	59	309	-1			0		7	0	-1	0	0																																									26				0											
1589	多多			3	26	1	1	0	59	0	950	28		1	1		180	4783	0	0	4305	0	0	100	6	22	9000	0	0	0	0	203	407	407	407	407	407	1770	59	59	59	59	0	1589	1	110	55	110	55	28	1	31	1	1024	21	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	252	0	0	0	0	0	0	0	0	0	1	0	123	739	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	59	309	-1			0		7	0	-1	0	0																																									26				0											
1590	少少			3	26	1	1	0	59	0	950	28		1	1		180	4783	0	0	4305	0	0	100	6	22	9000	0	0	0	0	203	407	407	407	407	407	1770	59	59	59	59	0	1590	1	110	55	110	55	28	1	31	1	1024	21	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	253	0	0	0	0	0	0	0	0	0	1	0	123	739	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	59	309	-1			0		7	0	-1	0	0																																									26				0											
1591	钟义			3	26	1	1	0	60	0	950	28		1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	1591	1	112	56	112	56	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	255	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	60	314	-1			0		7	0	-1	0	0																																									26				0											
1592	村女的尸体			2	26	1	1	0	59	0	950	28		1	1		180	4783	0	0	4305	0	0	100	6	22	9000	0	0	0	0	203	407	407	407	407	407	1770	59	59	59	59	0	1592	1	110	55	110	55	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	266	0	0	0	0	0	0	0	0	0	1	0	123	739	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	59	309	-1			0		7	0	-1	0	0																																									26				0											
1593	阿牛			3	26	1	1	0	58	0	950	69		1	1			4693	0	0	4224	0	0	100	6	22	9000	0	0	0	0	200	401	401	401	401	401	1740	58	58	58	58	0	1593	1	108	55	108	55	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	213	0	0	0	0	0	0	0	0	0	1	0	118	711	838860	昆仑	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	58	305	-1			0		7	0	-1	0	0																																									26				0											
1594	元晴	东漓寨		3	44	1	1	171	67	0	950	28		1	1		180	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1594	1	137	68	137	68	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	114	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡	0	0	1	1	0	0	<G>宫傲那大恶人，是不会轻易放过我们的。	100	<G>山重水复疑无路，柳暗花明又一村。不知我东漓寨何日才能守得云开呢？	100		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	1440	1140	0	3	67	346	-1			0		7	0	-1	0	0																																									44				0											
1595	申药郎			3	49	1	1	0	70	0	950	28		1	1		180	5780	0	0	5202	0	0	100	6	22	9000	0	0	0	0	237	478	478	478	478	478	2100	70	70	70	70	0	1595	1	130	66	130	66	28	1	30	1	1024	20	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	145	0	0	0	0	0	0	0	0	0	1	0	190	1138	838860	恶人谷	0	0	1	1	0	0	<G>最近师父经常出谷，所以我这的事就多了。	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	1440	1140	0	3	70	360	-1			0		7	0	-1	0	0																																									49				0											
1596	李布	南洋商会		3	43	1	1	171	67	0	950	28		1	1		180	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1596	1	125	62	125	62	28	1	26	1	1024	16	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	502	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡	0	0	1	1	0	0	<G>一刀流那等小人，老借武学名义害我中原百姓！	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	1440	1140	0	3	67	346	-1			0		7	0	-1	0	0																																									43				0											
1597	雾气			2	26	1	1	0	1	0	950	447	3	0	0		0	51	0	0	45	0	0	100	6	22	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	1597	1	18	8	18	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	137	0	0	0	0	0	0	0	0	0	1	0	0	2	629145	天子峰	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	0	9	0	0	1	0	0	0	3	1	78	-1			0		7	0	-1	0	0																																									26					0	0	0	0	0						
1598	山贼尸体			3	26	1	1	0	67	0	950	63		1	1		7200	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1598	1	125	62	125	62	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	99999999	0	20		0		0		0		0	4559	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	-1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	3	67	346																																																			26															
1599	林艮	酱料商		3	14				36			36	3				30	2708			2437					22	9450					132	259	259	259	259	259	1080	36	36	36	36		1599	21	59	30	59	30	28	1	30	1	1024	20	10	666	8	80	1	512	17	8																										341										1	76	53	317	734003	纯阳			0	0			<G>我这里主营些油、酱等调味之物。别看生计虽小，却能调和五味；虽说店面不大，但也福泽一方。	1000												烹饪调味品店			14	-5000																	0	9000		4							1							3	36	268																																																			14				0											
1600	岚风	南洋商会		3	43	1	1	171	67	0	950	28		1	1		180	5507	0	0	4956	0	0	100	6	22	9000	0	0	0	0	228	458	458	458	458	458	2010	67	67	67	67	0	1600	1	125	62	125	62	28	1	26	1	1024	16	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	141	0	0	0	0	0	0	0	0	0	1	0	169	1011	838860	瞿塘峡	0	0	1	1	0	0	<G>天雨路滑，甚是烦心！	100		0		0					scripts\Map\瞿塘峡\npc\日常_交货物.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	0	1	1440	1140	0	3	67	346	-1			0		7	0	-1	0	0																																									43				0											
1601	疯狂的洪田胥			3	31			183	35			32	4				180	3579			4074					22						122	275	275	275	275	275	822	35	35	35	35		1601	21	174	86	174	86	28	1	28			18	10	677	8	160	1	512	16	8																										465										1		60	365	734003	寇岛				3									<G><F174 面前的洪田胥已经成了一具尸体，可能他自己也想不到好色会让自己丢了性命吧。>	1103																											0	9000									1							6	35	317																																																			31				20											
1602	小女孩儿	阿里曼达丽			35		0		1		950	21	3				180	51			45					22						1	12	12	12	12	12	0	1	1	1	1		1602	21	18	8	18	8	28	1	24	1	1024	14	10			32							32							32																838										1		0	0	0	洛道							<G>我好饿啊……\n<H28><G><F174 这个小女孩儿蹲坐在地上，看来饿得厉害了。>	100	<G>爹和娘怎么不来接我……	100	<G>我是玲玉，伙伴们都叫我阿玲，你也这般叫吧！	100																													0	9000									1							3	1	78																																																			35				0											
